category,language,source_url,local_path,size_bytes
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20150105_A1478_BM_Akta A1478.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20150105_A1478_BM_Akta A1478.pdf",350578
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20150105_A1478_BI_Act A1478.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20150105_A1478_BI_Act A1478.pdf",379442
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20150105_A1477_BM_Akta A1477.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20150105_A1477_BM_Akta A1477.pdf",249432
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20150105_A1477_BI_Act A1477.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20150105_A1477_BI_Act A1477.pdf",267259
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20150105_A1476_BM_Akta A1476.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20150105_A1476_BM_Akta A1476.pdf",234932
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20150105_A1476_BI_Act A1476.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20150105_A1476_BI_Act A1476.pdf",250807
"amendment","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/906_BM/006 - AKTA A1475.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\MS\006 - AKTA A1475.pdf",227173
"amendment","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/906_BI/006 - ACT A1475.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\EN\006 - ACT A1475.pdf",244661
"amendment","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/905_BM/005 - AKTA A1474.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\MS\005 - AKTA A1474.pdf",258005
"amendment","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/905_BI/005 - ACT A1474.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\EN\005 - ACT A1474.pdf",275020
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20150105_A1473_BM_Akta A1473-BM.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20150105_A1473_BM_Akta A1473-BM.pdf",224324
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20150105_A1473_BI_Act A1473-BI.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20150105_A1473_BI_Act A1473-BI.pdf",240360
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20141230_A1472_BM_Akta A1472.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20141230_A1472_BM_Akta A1472.pdf",241227
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20141230_A1472_BI_Act A1472.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20141230_A1472_BI_Act A1472.pdf",258065
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20141230_A1471_BM_Act A1471.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20141230_A1471_BM_Act A1471.pdf",274943
"amendment","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/902_BI/036-Act A1471 tahun 2014.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\EN\036-Act A1471 tahun 2014.pdf",329944
"amendment","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/901_BM/Akta A1470.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\MS\Akta A1470.pdf",637566
"amendment","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/901_BI/Act A1470.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\EN\Act A1470.pdf",607679
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20141230_A1469_BM_Akta A1469.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20141230_A1469_BM_Akta A1469.pdf",240854
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20141230_A1469_BI_Act A1469.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20141230_A1469_BI_Act A1469.pdf",258239
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/14.Akta A1468.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\14.Akta A1468.pdf",341463
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/12.Act A1468.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\12.Act A1468.pdf",387770
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20140808_A1467_BM_WJW002868 BM.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20140808_A1467_BM_WJW002868 BM.pdf",450148
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20140808_A1467_BI_WJW002868 BI.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20140808_A1467_BI_WJW002868 BI.pdf",502989
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20140724_1466_BM_WJW002845 BM.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20140724_1466_BM_WJW002845 BM.pdf",252909
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20140724_1466_BI_WJW002845 BI.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20140724_1466_BI_WJW002845 BI.pdf",268853
"amendment","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/896_BM/004 - AKTA A1465.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\MS\004 - AKTA A1465.pdf",238127
"amendment","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/896_BI/004 - ACT A1465.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\EN\004 - ACT A1465.pdf",255449
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20140724_1464_BM_WJW002839 BM.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20140724_1464_BM_WJW002839 BM.pdf",264914
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20140724_1464_BI_WJW002839 BI.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20140724_1464_BI_WJW002839 BI.pdf",278857
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20140701_1463_BM_WJW002640 BM.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20140701_1463_BM_WJW002640 BM.pdf",214047
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20140701_1463_BI_WJW002640 BI.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20140701_1463_BI_WJW002640 BI.pdf",233277
"amendment","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/893_BM/AKTA A1462.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\MS\AKTA A1462.pdf",259969
"amendment","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/893_BI/ACT A1462.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\EN\ACT A1462.pdf",311798
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20140612_1461_BM_A1461 BM.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20140612_1461_BM_A1461 BM.pdf",254618
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20140612_1461_BI_A1461 BI.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20140612_1461_BI_A1461 BI.pdf",271847
"amendment","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/891_BM/004 - AKTA A1460.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\MS\004 - AKTA A1460.pdf",266988
"amendment","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/891_BI/004 - ACT A1460.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\EN\004 - ACT A1460.pdf",316198
"amendment","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/890_BM/Akta A1459_unlocked.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\MS\Akta A1459_unlocked.pdf",341760
"amendment","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/890_BI/09. Act A1459_unlocked.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\EN\09. Act A1459_unlocked.pdf",316174
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20131231_1458_BM_AKTA A1458-WJW001807 BM.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20131231_1458_BM_AKTA A1458-WJW001807 BM.pdf",189192
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20131231_1458_BI_AKTA A1458-WJW001807 BI.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20131231_1458_BI_AKTA A1458-WJW001807 BI.pdf",207691
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20140214_A1457_BM_AKTA A1457 - AKTA DADAH BERBAHAYA (PINDAAN) 2014.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20140214_A1457_BM_AKTA A1457 - AKTA DADAH BERBAHAYA (PINDAAN) 2014.pdf",250595
"amendment","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/888_BI/Act A1457.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\EN\Act A1457.pdf",297444
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20131101_A 1456_BM_A1456 BM.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20131101_A 1456_BM_A1456 BM.pdf",234616
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20131101_A 1456_BI_A1456 BI.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20131101_A 1456_BI_A1456 BI.pdf",248915
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20131101_A 1455_BM_A1455 BM.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20131101_A 1455_BM_A1455 BM.pdf",256378
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20131101_A 1455_BI_A1455 BI.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20131101_A 1455_BI_A1455 BI.pdf",271432
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20131101_A 1454_BM_A1454 BM.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20131101_A 1454_BM_A1454 BM.pdf",236623
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20131101_A 1454_BI_A1454 BI.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20131101_A 1454_BI_A1454 BI.pdf",252802
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20130906_AKTA A1453_BM_WJW001215 A1453 (BM).pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20130906_AKTA A1453_BM_WJW001215 A1453 (BM).pdf",237106
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20130906_AKTA A1453_BI_WJW001215 A1453 (BI).pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20130906_AKTA A1453_BI_WJW001215 A1453 (BI).pdf",252879
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20130320_A1452_BM_WJW000296 BM.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20130320_A1452_BM_WJW000296 BM.pdf",373248
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20130320_A1452_BI_WJW000296 BI.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20130320_A1452_BI_WJW000296 BI.pdf",487393
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20130207_A1451_BM_WJW000134 Akta A1451 BM.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20130207_A1451_BM_WJW000134 Akta A1451 BM.pdf",243285
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20130207_A1451_BI_WJW000134 Act A1451 BI.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20130207_A1451_BI_WJW000134 Act A1451 BI.pdf",301376
"amendment","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/881_BM/07. Akta A1450_unlocked.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\MS\07. Akta A1450_unlocked.pdf",800621
"amendment","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/881_BI/07. Act A1450_unlocked.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\EN\07. Act A1450_unlocked.pdf",716242
"amendment","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/880_BM/AKTA A1449.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\MS\AKTA A1449.pdf",339272
"amendment","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/880_BI/ACT A1449.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\EN\ACT A1449.pdf",367148
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20130122_A1448_BM_JW000084 A1448 (BM).pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20130122_A1448_BM_JW000084 A1448 (BM).pdf",365413
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20130122_A1448_BI_JW000084 A1448 (B1).pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20130122_A1448_BI_JW000084 A1448 (B1).pdf",381455
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20130110_1447_BM_Akta Penyelarasan Pencen (Pindaan) 2013 (BM).1.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20130110_1447_BM_Akta Penyelarasan Pencen (Pindaan) 2013 (BM).1.pdf",270214
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20130110_1447_BI_Akta Penyelarasan Pencen (Pindaan) 2013 (BI).pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20130110_1447_BI_Akta Penyelarasan Pencen (Pindaan) 2013 (BI).pdf",287759
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20121226_A1446_BM_Akta A1446 BM.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20121226_A1446_BM_Akta A1446 BM.pdf",186502
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20121226_A1446_BI_Act A1446 BI.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20121226_A1446_BI_Act A1446 BI.pdf",188321
"amendment","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/876_BM/Akta  A1445 BM.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\MS\Akta  A1445 BM.pdf",317111
"amendment","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/876_BI/Act A1445 (1).pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\EN\Act A1445 (1).pdf",299230
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20120920_A1444_BM_BM A1444.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20120920_A1444_BM_BM A1444.pdf",367786
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20120920_A1444_BI_BI A1444.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20120920_A1444_BI_BI A1444.pdf",381976
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20120920_A1443_BM_JW003036 BM A1443.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20120920_A1443_BM_JW003036 BM A1443.pdf",417577
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20120920_A1443_BI_JW003036 BI A1443.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20120920_A1443_BI_JW003036 BI A1443.pdf",442520
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20120920_1442_BM_JW003036 BM A1442.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20120920_1442_BM_JW003036 BM A1442.pdf",274806
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20120920_1442_BI_JW003036 BI A1442.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20120920_1442_BI_JW003036 BI A1442.pdf",311345
"amendment","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/872_BM/09. Akta A1441.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\MS\09. Akta A1441.pdf",326356
"amendment","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/872_BI/09. Act A1441.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\EN\09. Act A1441.pdf",357520
"amendment","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/871_BM/AKTA A1440.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\MS\AKTA A1440.pdf",275933
"amendment","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/871_BI/ACT A1440.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\EN\ACT A1440.pdf",287481
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20120816_1439_BM_A1439 BM.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20120816_1439_BM_A1439 BM.pdf",231894
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20120816_1439_BI_A1439 BI.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20120816_1439_BI_A1439 BI.pdf",248590
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20120816_1438_BM_A1438 BM.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20120816_1438_BM_A1438 BM.pdf",237597
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20120816_1438_BI_A1438 BI.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20120816_1438_BI_A1438 BI.pdf",253597
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20120712_1437_BM_JW002632 BM.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20120712_1437_BM_JW002632 BM.pdf",330979
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20120712_1437_BI_JW002632 BI.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20120712_1437_BI_JW002632 BI.pdf",341694
"amendment","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/867_BM/Akta A1436_unlocked.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\MS\Akta A1436_unlocked.pdf",207876
"amendment","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/867_BI/Act A1436_unlocked.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\EN\Act A1436_unlocked.pdf",227034
"amendment","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/866_BM/AKTA_A1435.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\MS\AKTA_A1435.pdf",214992
"amendment","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/866_BI/ACT_A1435.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\EN\ACT_A1435.pdf",232779
"amendment","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/865_BM/003 - AKTA A1434.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\MS\003 - AKTA A1434.pdf",196338
"amendment","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/865_BI/003 - ACT A1434.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\EN\003 - ACT A1434.pdf",215039
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Akta A1433.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\Akta A1433.pdf",289676
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Act A1433 (Act 30).pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\Act A1433 (Act 30).pdf",247818
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20120622_A1432_BM_Akta A1432 BM-keterangan (pindaan) (no. 2).pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20120622_A1432_BM_Akta A1432 BM-keterangan (pindaan) (no. 2).pdf",188672
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20120622_A1432_BI_Act A1432 BI-evidence (amendment) (no. 2).pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20120622_A1432_BI_Act A1432 BI-evidence (amendment) (no. 2).pdf",205503
"amendment","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/862_BM/Akta A1431_unlocked.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\MS\Akta A1431_unlocked.pdf",230160
"amendment","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/862_BI/Act A1431.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\EN\Act A1431.pdf",4449438
"amendment","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/861_BM/035-Act A1430[1].pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\MS\035-Act A1430[1].pdf",261926
"amendment","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/861_BI/035-Act A1430[1].pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\EN\035-Act A1430[1].pdf",261926
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20120622_A1429_BM_Akta A1429 BM-cukai pendapatan (pindaan).pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20120622_A1429_BM_Akta A1429 BM-cukai pendapatan (pindaan).pdf",186433
"amendment","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/860_BI/ACT A1429.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\EN\ACT A1429.pdf",189892
"amendment","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/859_BM/06. Akta A1428_2012_unlocked.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\MS\06. Akta A1428_2012_unlocked.pdf",191407
"amendment","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/859_BI/Act A1428_2012_unlocked.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\EN\Act A1428_2012_unlocked.pdf",209656
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20120622_A1427_BM_Akta A1427 BM-laporan kewangan (pindaan).pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20120622_A1427_BM_Akta A1427 BM-laporan kewangan (pindaan).pdf",201080
"amendment","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/20120622_A1427_BI_Act A1427 BI-financial reporting (amendment).pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\amendment\UNK\20120622_A1427_BI_Act A1427 BI-financial reporting (amendment).pdf",218822
