category,language,source_url,local_path,size_bytes
"updated","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Akta A515.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\UNK\Akta A515.pdf",1773433
"updated","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Akta A557.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\UNK\Akta A557.pdf",988664
"updated","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Akta A700.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\UNK\Akta A700.pdf",904239
"updated","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Akta A743.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\UNK\Akta A743.pdf",272796
"updated","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Akta A859.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\UNK\Akta A859.pdf",121041
"updated","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Akta A1027.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\UNK\Akta A1027.pdf",650624
"updated","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Act No. 13 of 1966.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\UNK\Act No. 13 of 1966.pdf",4789248
"updated","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Act A515.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\UNK\Act A515.pdf",1226317
"updated","UNK","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/Act A557.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\UNK\Act A557.pdf",643841
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act 335.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\Act 335.pdf",1232271
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/1871781_BI/Act 334 Final.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\Act 334 Final.pdf",1173630
"updated","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/1871781_BM/Akta 334 Muktamad.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\MS\Akta 334 Muktamad.pdf",1123874
"updated","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/1871744_BM/Akta 333_Muktamad_15 Okt 2023 (25.3.24).pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\MS\Akta 333_Muktamad_15 Okt 2023 (25.3.24).pdf",1358539
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/1871744_BI/Act 333_Final_15 Oct 2023 (25.3.24).pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\Act 333_Final_15 Oct 2023 (25.3.24).pdf",1325908
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/1736259_BI/Act 332_Muktamad 7.2.2023.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\Act 332_Muktamad 7.2.2023.pdf",1159943
"updated","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/1736259_BM/Akta 332 Muktamad 7.2.2023.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\MS\Akta 332 Muktamad 7.2.2023.pdf",1098555
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/1712043_BI/Muktamad_Act 331_1 Nov 2021.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\Muktamad_Act 331_1 Nov 2021.pdf",372612
"updated","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/1712043_BM/Muktamad _Akta 331_Nov 2021.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\MS\Muktamad _Akta 331_Nov 2021.pdf",347719
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act 330.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\Act 330.pdf",365163
"updated","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/342_BM/Akta 330 BM.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\MS\Akta 330 BM.pdf",235874
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act 329.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\Act 329.pdf",2872043
"updated","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/341_BM/12. 329 BM.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\MS\12. 329 BM.pdf",4572165
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act 328.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\Act 328.pdf",523787
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/1719886_BI/Final Draf Act 327 (1.1.2022).pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\Final Draf Act 327 (1.1.2022).pdf",1229673
"updated","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/1719886_BM/Draf Muktamad Akta 327 (1.1.2022).pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\MS\Draf Muktamad Akta 327 (1.1.2022).pdf",900048
"updated","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/1859734_BM/Muktamad Akta 326.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\MS\Muktamad Akta 326.pdf",742570
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/1859734_BI/Final Act 326.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\Final Act 326.pdf",729928
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act 325 - Kedah and Penang (Alteration of Boundary) Act 1985.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\Act 325 - Kedah and Penang (Alteration of Boundary) Act 1985.pdf",174652
"updated","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/MY/Akta 325 - Akta Kedah dan Pulau Pinang (Pengubahan Sempadan).pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\MS\Akta 325 - Akta Kedah dan Pulau Pinang (Pengubahan Sempadan).pdf",158304
"updated","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/MY/Akta A987.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\MS\Akta A987.pdf",889805
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act A987.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\Act A987.pdf",1260666
"updated","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/1675000_BM/Akta 323 (Muktamad).pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\MS\Akta 323 (Muktamad).pdf",653272
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act 323.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\Act 323.pdf",606680
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act 322 - Telecommunication Services (Successor Company) Act.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\Act 322 - Telecommunication Services (Successor Company) Act.pdf",174159
"updated","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/MY/Akta 322 - Akta Perkhidmatan Telekomunikasi (Syarikat Pengga.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\MS\Akta 322 - Akta Perkhidmatan Telekomunikasi (Syarikat Pengga.pdf",195457
"updated","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/MY/Akta 321 - Akta Badan Berkanun Getah 1985.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\MS\Akta 321 - Akta Badan Berkanun Getah 1985.pdf",260844
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act 321 - Rubber Statutory Bodies Act 1985.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\Act 321 - Rubber Statutory Bodies Act 1985.pdf",293795
"updated","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/MY/Akta 646.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\MS\Akta 646.pdf",71688
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act 646.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\Act 646.pdf",68515
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act 782.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\Act 782.pdf",155769
"updated","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/MY/Akta 782 (1).pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\MS\Akta 782 (1).pdf",179623
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/1694341_BI/Act 318 Muktamad_28122021.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\Act 318 Muktamad_28122021.pdf",1404886
"updated","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/1694341_BM/Akta 318 Muktamad_28122021.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\MS\Akta 318 Muktamad_28122021.pdf",1319772
"updated","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/MY/Akta 317 - ONLINE VERSION 2019.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\MS\Akta 317 - ONLINE VERSION 2019.pdf",659362
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Online 2019_Act 317.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\Online 2019_Act 317.pdf",750510
"updated","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/1800057_BM/Akta 316 Muktamad.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\MS\Akta 316 Muktamad.pdf",611139
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/1800057_BI/Act 316 Final.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\Act 316 Final.pdf",608268
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/16099_BI/315 REPRINT BI 2006.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\315 REPRINT BI 2006.pdf",29314
"updated","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/MY/AKTA 315 REPRINT 2019.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\MS\AKTA 315 REPRINT 2019.pdf",265536
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act 314 - Wood-based Industries (State Legislatures Competen.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\Act 314 - Wood-based Industries (State Legislatures Competen.pdf",173112
"updated","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/MY/Akta 314 - Akta Industri Berasas Kayu (Kekuasaan Badan Perun.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\MS\Akta 314 - Akta Industri Berasas Kayu (Kekuasaan Badan Perun.pdf",163016
"updated","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/3386661_BM/akta 313 (cs 2009)_unlocked.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\MS\akta 313 (cs 2009)_unlocked.pdf",477069
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/16094_BI/Act 313 (reprint 2006).pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\Act 313 (reprint 2006).pdf",179335
"updated","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/MY/AKTA 759 (MENGGANTIKAN AKTA 312).pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\MS\AKTA 759 (MENGGANTIKAN AKTA 312).pdf",56102
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/ACT 759 (MEMANSUHKAN AKTA 312).pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\ACT 759 (MEMANSUHKAN AKTA 312).pdf",876352
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act 311 - Exclusive Economic Zone Act 1984.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\Act 311 - Exclusive Economic Zone Act 1984.pdf",331353
"updated","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/MY/010113_Akta 311_muktamad.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\MS\010113_Akta 311_muktamad.pdf",439334
"updated","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/1727284_BM/AKTA 310 REPEALED BY AKTA 364.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\MS\AKTA 310 REPEALED BY AKTA 364.pdf",142799
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/1727284_BI/ACT 310 REPEALED BY ACT 364.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\ACT 310 REPEALED BY ACT 364.pdf",505744
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act 309.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\Act 309.pdf",627377
"updated","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/321_BM/AKTA 309.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\MS\AKTA 309.pdf",20931569
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act 308 - Child Care Centre Act 1984.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\Act 308 - Child Care Centre Act 1984.pdf",328022
"updated","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/MY/Akta 308 - Akta Taman Asuhan Kanak-Kanak 1984.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\MS\Akta 308 - Akta Taman Asuhan Kanak-Kanak 1984.pdf",241073
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act 307 - Aviation Offences Act 1984.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\Act 307 - Aviation Offences Act 1984.pdf",295344
"updated","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/MY/Akta 307 - Akta Kesalahan-Kesalahan Penerbangan 1984.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\MS\Akta 307 - Akta Kesalahan-Kesalahan Penerbangan 1984.pdf",271981
"updated","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/MY/Akta 306 - Akta Jalan-Jalan Persekutuan (Pengurusan Persendirian) 1984.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\MS\Akta 306 - Akta Jalan-Jalan Persekutuan (Pengurusan Persendirian) 1984.pdf",208286
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act 306 - Federal Roads (Private Management) Act 1984.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\Act 306 - Federal Roads (Private Management) Act 1984.pdf",209561
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act 305 - National Defence Fund (Dissolution and Transfer) A.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\Act 305 - National Defence Fund (Dissolution and Transfer) A.pdf",151998
"updated","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/MY/Akta 305 - Akta Tabung Pertahanan Negara (Pembubaran dan Pem.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\MS\Akta 305 - Akta Tabung Pertahanan Negara (Pembubaran dan Pem.pdf",140498
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act 304 - Atomic Energy Licensing Act 1984.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\Act 304 - Atomic Energy Licensing Act 1984.pdf",292394
"updated","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/MY/Akta 304 - Akta Pelesenan Tenaga Atom 1984.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\MS\Akta 304 - Akta Pelesenan Tenaga Atom 1984.pdf",301908
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act 303 (11.3.2014).pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\Act 303 (11.3.2014).pdf",871791
"updated","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/315_BM/303 BM.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\MS\303 BM.pdf",50475950
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/1722716_BI/Act 302 Draf Muktamad (02022022).pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\Act 302 Draf Muktamad (02022022).pdf",558179
"updated","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/1722716_BM/Akta 302 Draf Muktamad (02022023).pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\MS\Akta 302 Draf Muktamad (02022023).pdf",405615
"updated","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/MY/Akta 301 - Akta Mesin Cetak dan Penerbitan 1984.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\MS\Akta 301 - Akta Mesin Cetak dan Penerbitan 1984.pdf",298984
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act 301 - Printing Presses And Publications Act 1984.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\Act 301 - Printing Presses And Publications Act 1984.pdf",410596
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act 300.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\Act 300.pdf",353807
"updated","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/MY/Akta 300 - Revised 1983.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\MS\Akta 300 - Revised 1983.pdf",3644869
"updated","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/MY/Akta 299 - Akta Pendaftaran Kelahiran dan Kematian 1957.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\MS\Akta 299 - Akta Pendaftaran Kelahiran dan Kematian 1957.pdf",303363
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act 299 - Reprint Online Version 2018.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\Act 299 - Reprint Online Version 2018.pdf",467014
"updated","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/MY/Akta 298 (11.3.2015).pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\MS\Akta 298 (11.3.2015).pdf",332290
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act 298.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\Act 298.pdf",330460
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act 297 1-1-2018.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\Act 297 1-1-2018.pdf",567179
"updated","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/MY/Akta 296 - Akta Ketenteraman Awam (Pemeliharaan) 1958.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\MS\Akta 296 - Akta Ketenteraman Awam (Pemeliharaan) 1958.pdf",317523
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/15314_BI/ACT 296 REPRINT 2006.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\ACT 296 REPRINT 2006.pdf",11590766
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act 295 - Military Manoeuvres Act 1983.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\Act 295 - Military Manoeuvres Act 1983.pdf",132570
"updated","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/MY/Akta 295 - Akta Manuver Tentera 1983.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\MS\Akta 295 - Akta Manuver Tentera 1983.pdf",146934
"updated","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2018871_BM/Akta 294 sbgm 30.12.2023 - Dalam talian Muktamad.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\MS\Akta 294 sbgm 30.12.2023 - Dalam talian Muktamad.pdf",196920
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2018871_BI/Act 294 as at 30.12.2023 - Online Final.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\Act 294 as at 30.12.2023 - Online Final.pdf",255017
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act 293 REPRINT 2006.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\Act 293 REPRINT 2006.pdf",662013
"updated","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/305_BM/AKTA 293.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\MS\AKTA 293.pdf",1527236
"updated","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/MY/Akta 292 - Akta Lembaga Kemajuan Ternakan Negara (Pembubaran.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\MS\Akta 292 - Akta Lembaga Kemajuan Ternakan Negara (Pembubaran.pdf",109183
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act 292 - Lembaga Kemajuan Ternakan Negara (Dissolution) Act.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\Act 292 - Lembaga Kemajuan Ternakan Negara (Dissolution) Act.pdf",113758
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/1902078_BI/ACT 291-FINAL (1.11.2023).pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\ACT 291-FINAL (1.11.2023).pdf",1110554
"updated","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/1902078_BM/AKTA 291 - MUKTAMAD (1.11.2023).pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\MS\AKTA 291 - MUKTAMAD (1.11.2023).pdf",1272443
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act 290 (11.03.2015).pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\Act 290 (11.03.2015).pdf",367553
"updated","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/MY/001 - Akta 290 (11.03.2015).pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\MS\001 - Akta 290 (11.03.2015).pdf",306032
"updated","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/MY/Akta 289.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\MS\Akta 289.pdf",500628
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act 289.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\Act 289.pdf",678945
"updated","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/MY/Akta 288.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\MS\Akta 288.pdf",356913
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act 288.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\Act 288.pdf",333167
"updated","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/MY/Akta 287 repealed by Akta 502 - Akta Koperasi 1993.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\MS\Akta 287 repealed by Akta 502 - Akta Koperasi 1993.pdf",713870
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act 287 Repealed by Act 502.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\Act 287 Repealed by Act 502.pdf",59198
"updated","EN","https://lom.agc.gov.my/ilims/upload/portal/akta/LOM/EN/Act 286.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\EN\Act 286.pdf",459847
"updated","MS","https://lom.agc.gov.my/ilims/upload/portal/akta/outputaktap/2260280_BM/AKTA 286 REVISED 1983.pdf","C:\Users\huiyee\OneDrive\Documents\claude\playground\malaysia_law\pdfs\updated\MS\AKTA 286 REVISED 1983.pdf",10109120
